County,Candidate Name,Party,Votes,% of Vote
PIKE,"HARTMAN, CHRISTINA  M",DEM,500,12.73
POTTER,"HARTMAN, CHRISTINA  M",DEM,150,19.48
SCHUYLKILL,"HARTMAN, CHRISTINA  M",DEM,"2,897",28.89
SNYDER,"HARTMAN, CHRISTINA  M",DEM,284,15.11
SOMERSET,"HARTMAN, CHRISTINA  M",DEM,454,9.23
SULLIVAN,"HARTMAN, CHRISTINA  M",DEM,148,27.77
SUSQUEHANNA,"HARTMAN, CHRISTINA  M",DEM,588,24.24
TIOGA,"HARTMAN, CHRISTINA  M",DEM,414,21.58
UNION,"HARTMAN, CHRISTINA  M",DEM,391,13.69
VENANGO,"HARTMAN, CHRISTINA  M",DEM,310,9.19
WARREN,"HARTMAN, CHRISTINA  M",DEM,350,14.15
WASHINGTON,"HARTMAN, CHRISTINA  M",DEM,"1,280",5.26
WAYNE,"HARTMAN, CHRISTINA  M",DEM,682,20.11
WESTMORELAND,"HARTMAN, CHRISTINA  M",DEM,"2,171",5.44
WYOMING,"HARTMAN, CHRISTINA  M",DEM,461,24.47
YORK,"HARTMAN, CHRISTINA  M",DEM,"12,034",38.38
ADAMS,"DEFOOR, TIMOTHY   L",REP,"12,148",100.00
ALLEGHENY,"DEFOOR, TIMOTHY   L",REP,"71,818",100.00
ARMSTRONG,"DEFOOR, TIMOTHY   L",REP,"8,776",100.00
BEAVER,"DEFOOR, TIMOTHY   L",REP,"13,628",100.00
BEDFORD,"DEFOOR, TIMOTHY   L",REP,"7,767",100.00
BERKS,"DEFOOR, TIMOTHY   L",REP,"33,880",100.00
BLAIR,"DEFOOR, TIMOTHY   L",REP,"15,863",100.00
BRADFORD,"DEFOOR, TIMOTHY   L",REP,"7,089",100.00
BUCKS,"DEFOOR, TIMOTHY   L",REP,"57,929",100.00
BUTLER,"DEFOOR, TIMOTHY   L",REP,"25,708",100.00
CAMBRIA,"DEFOOR, TIMOTHY   L",REP,"13,209",100.00
CAMERON,"DEFOOR, TIMOTHY   L",REP,646,100.00
CARBON,"DEFOOR, TIMOTHY   L",REP,"5,928",100.00
CENTRE,"DEFOOR, TIMOTHY   L",REP,"12,543",100.00
CHESTER,"DEFOOR, TIMOTHY   L",REP,"42,440",100.00
CLARION,"DEFOOR, TIMOTHY   L",REP,"5,595",100.00
CLEARFIELD,"DEFOOR, TIMOTHY   L",REP,"9,903",100.00
CLINTON,"DEFOOR, TIMOTHY   L",REP,"4,149",100.00
COLUMBIA,"DEFOOR, TIMOTHY   L",REP,"6,230",100.00
CRAWFORD,"DEFOOR, TIMOTHY   L",REP,"8,285",100.00
CUMBERLAND,"DEFOOR, TIMOTHY   L",REP,"29,824",100.00
DAUPHIN,"DEFOOR, TIMOTHY   L",REP,"28,388",100.00
DELAWARE,"DEFOOR, TIMOTHY   L",REP,"42,808",100.00
ELK,"DEFOOR, TIMOTHY   L",REP,"4,130",100.00
ERIE,"DEFOOR, TIMOTHY   L",REP,"19,368",100.00
FAYETTE,"DEFOOR, TIMOTHY   L",REP,"7,861",100.00
FOREST,"DEFOOR, TIMOTHY   L",REP,753,100.00
FRANKLIN,"DEFOOR, TIMOTHY   L",REP,"21,103",100.00
FULTON,"DEFOOR, TIMOTHY   L",REP,"1,998",100.00
GREENE,"DEFOOR, TIMOTHY   L",REP,"3,128",100.00
HUNTINGDON,"DEFOOR, TIMOTHY   L",REP,"5,880",100.00
INDIANA,"DEFOOR, TIMOTHY   L",REP,"8,838",100.00
JEFFERSON,"DEFOOR, TIMOTHY   L",REP,"7,545",100.00
JUNIATA,"DEFOOR, TIMOTHY   L",REP,"3,445",100.00
LACKAWANNA,"DEFOOR, TIMOTHY   L",REP,"12,468",100.00
LANCASTER,"DEFOOR, TIMOTHY   L",REP,"56,159",100.00
LAWRENCE,"DEFOOR, TIMOTHY   L",REP,"7,525",100.00
LEBANON,"DEFOOR, TIMOTHY   L",REP,"16,306",100.00
LEHIGH,"DEFOOR, TIMOTHY   L",REP,"24,591",100.00
LUZERNE,"DEFOOR, TIMOTHY   L",REP,"22,559",100.00
LYCOMING,"DEFOOR, TIMOTHY   L",REP,"14,515",100.00
McKEAN,"DEFOOR, TIMOTHY   L",REP,"5,010",100.00
MERCER,"DEFOOR, TIMOTHY   L",REP,"9,753",100.00
MIFFLIN,"DEFOOR, TIMOTHY   L",REP,"5,439",100.00
MONROE,"DEFOOR, TIMOTHY   L",REP,"9,248",100.00
MONTGOMERY,"DEFOOR, TIMOTHY   L",REP,"62,748",100.00
MONTOUR,"DEFOOR, TIMOTHY   L",REP,"1,785",100.00
NORTHAMPTON,"DEFOOR, TIMOTHY   L",REP,"21,366",100.00
NORTHUMBERLAND,"DEFOOR, TIMOTHY   L",REP,"9,008",100.00
PERRY,"DEFOOR, TIMOTHY   L",REP,"7,360",100.00
PHILADELPHIA,"DEFOOR, TIMOTHY   L",REP,"20,296",100.00
PIKE,"DEFOOR, TIMOTHY   L",REP,"4,713",100.00
POTTER,"DEFOOR, TIMOTHY   L",REP,"2,919",100.00
SCHUYLKILL,"DEFOOR, TIMOTHY   L",REP,"17,116",100.00
SNYDER,"DEFOOR, TIMOTHY   L",REP,"4,961",100.00
SOMERSET,"DEFOOR, TIMOTHY   L",REP,"11,025",100.00
SULLIVAN,"DEFOOR, TIMOTHY   L",REP,893,100.00
SUSQUEHANNA,"DEFOOR, TIMOTHY   L",REP,"5,052",100.00
TIOGA,"DEFOOR, TIMOTHY   L",REP,"6,265",100.00
UNION,"DEFOOR, TIMOTHY   L",REP,"4,637",100.00
VENANGO,"DEFOOR, TIMOTHY   L",REP,"5,702",100.00
WARREN,"DEFOOR, TIMOTHY   L",REP,"4,359",100.00
WASHINGTON,"DEFOOR, TIMOTHY   L",REP,"19,211",100.00
WAYNE,"DEFOOR, TIMOTHY   L",REP,"6,161",100.00
WESTMORELAND,"DEFOOR, TIMOTHY   L",REP,"35,837",100.00
WYOMING,"DEFOOR, TIMOTHY   L",REP,"3,552",100.00
YORK,"DEFOOR, TIMOTHY   L",REP,"44,459",100.00
